location,target_count,target_sum,geodata,address,point
"minna, nigeria",2,1,"Minna, Chanchaga, Niger, Nigeria","Minna, Chanchaga, Niger, Nigeria","(9.6187093, 6.5475752, 0.0)"
"minneapolis, mn",1,0,"Minneapolis, Hennepin County, Minnesota, United States of America","Minneapolis, Hennepin County, Minnesota, United States of America","(44.9772995, -93.2654692, 0.0)"
"minneapolis,mn,us",1,1,"Minneapolis, Hennepin County, Minnesota, United States of America","Minneapolis, Hennepin County, Minnesota, United States of America","(44.9772995, -93.2654692, 0.0)"
"minority privilege, usa",1,1,,,
"mississauga, ontario",1,0,"Mississauga, Peel Region, Golden Horseshoe, Ontario, Canada","Mississauga, Peel Region, Golden Horseshoe, Ontario, Canada","(43.590338, -79.645729, 0.0)"
missouri usa,1,1,"Missouri, United States of America","Missouri, United States of America","(38.7604815, -92.5617875, 0.0)"
"missouri, usa",1,0,"Missouri, United States of America","Missouri, United States of America","(38.7604815, -92.5617875, 0.0)"
mnl,2,0,"Ninoy Aquino International Airport, BAC 1-11, Don Carlos Village, Barangay 190, Zone 20, Pasay, NCR, Fourth District, Metro Manila, 1006, Philippines","Ninoy Aquino International Airport, BAC 1-11, Don Carlos Village, Barangay 190, Zone 20, Pasay, NCR, Fourth District, Metro Manila, 1006, Philippines","(14.5121499, 121.02204702064273, 0.0)"
"mogadishu, new jersey",1,0,,,
"mogadishu, somalia",1,1,"Muqdisho مقديشو, Mogadishu مقديشو, Banaadir بنادر, Somalia / الصومال","Muqdisho مقديشو, Mogadishu مقديشو, Banaadir بنادر, Somalia / الصومال","(2.042778, 45.338564, 0.0)"
"moncton, new brunswick",2,2,"Moncton, Moncton Parish, New Brunswick, Canada","Moncton, Moncton Parish, New Brunswick, Canada","(46.097995, -64.80011, 0.0)"
mongolia,2,1,Монгол улс,Монгол улс,"(46.8250388, 103.8499736, 0.0)"
montana ,1,1,"Montana, United States of America","Montana, United States of America","(47.3752671, -109.6387579, 0.0)"
"montana, usa",1,0,"Montana, United States of America","Montana, United States of America","(47.3752671, -109.6387579, 0.0)"
"montgomery county, md",1,0,"Montgomery County, Maryland, United States of America","Montgomery County, Maryland, United States of America","(39.1406267, -77.2075612, 0.0)"
"montgomery, al",1,1,"Montgomery, Montgomery County, Alabama, United States of America","Montgomery, Montgomery County, Alabama, United States of America","(32.3669656, -86.3006485, 0.0)"
montreal,1,1,"Montréal, Agglomération de Montréal, Montréal (06), Québec, Canada","Montréal, Agglomération de Montréal, Montréal (06), Québec, Canada","(45.4972159, -73.6103642, 0.0)"
"moore, ok",1,0,"Moore, Oklahoma, 73160, United States of America","Moore, Oklahoma, 73160, United States of America","(35.3395135, -97.4867045, 0.0)"
"mooresville, nc",1,1,"Mooresville, Iredell County, North Carolina, United States of America","Mooresville, Iredell County, North Carolina, United States of America","(35.5848596, -80.8100724, 0.0)"
"mooseknuckle, maine",1,1,,,
morocco,1,0,Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب,Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب,"(31.1728205, -7.3362482, 0.0)"
"morris, il",1,0,"Morris County, Texas, United States of America","Morris County, Texas, United States of America","(33.0738633, -94.7392197, 0.0)"
moscow,2,1,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия","(55.4792046, 37.3273304, 0.0)"
"moscow, russia",1,0,"Москва, Центральный федеральный округ, Россия","Москва, Центральный федеральный округ, Россия","(55.4792046, 37.3273304, 0.0)"
moss chamber b,1,0,"Matthew Moss Lane/High School, Chamber House Drive, Marland, Rochdale, Greater Manchester, North West England, England, OL11 3LS, United Kingdom","Matthew Moss Lane/High School, Chamber House Drive, Marland, Rochdale, Greater Manchester, North West England, England, OL11 3LS, United Kingdom","(53.6007067, -2.1891946, 0.0)"
"mostly wellington, nz ",1,0,,,
"mount vernon, ny",1,0,"Mount Vernon, Westchester County, New York, 10550, United States of America","Mount Vernon, Westchester County, New York, 10550, United States of America","(40.9125815, -73.8370786, 0.0)"
mountains,1,0,"mountains, ក្រុងកំពត, ខេត្តកំពត, Cambodia","mountains, ក្រុងកំពត, ខេត្តកំពត, Cambodia","(10.6423261, 104.5423073, 0.0)"
mumbai,22,18,"Mumbai, Mumbai City, Maharashtra, India","Mumbai, Mumbai City, Maharashtra, India","(18.9387711, 72.8353355, 0.0)"
mumbai india,1,1,"Mumbai, Mumbai City, Maharashtra, India","Mumbai, Mumbai City, Maharashtra, India","(18.9387711, 72.8353355, 0.0)"
"mumbai, india",1,0,"Mumbai, Mumbai City, Maharashtra, India","Mumbai, Mumbai City, Maharashtra, India","(18.9387711, 72.8353355, 0.0)"
"mumbai, maharashtra",4,3,"Mumbai, Mumbai City, Maharashtra, India","Mumbai, Mumbai City, Maharashtra, India","(18.9387711, 72.8353355, 0.0)"
"muntinlupa city, philippines",2,0,"Museo ng Muntinlupa, Centennial Avenue, Tunasan, Muntinlupa, NCR, Fourth District, Metro Manila, 1773, Philippines","Museo ng Muntinlupa, Centennial Avenue, Tunasan, Muntinlupa, NCR, Fourth District, Metro Manila, 1773, Philippines","(14.38779025, 121.04642062450495, 0.0)"
"murray hill, new jersey",1,0,"Murray Hill, Oakwood Park, New Providence, Union County, New Jersey, 07974, United States of America","Murray Hill, Oakwood Park, New Providence, Union County, New Jersey, 07974, United States of America","(40.6953793, -74.4009849, 0.0)"
my deli,1,0,"Deli, Crested Butte, Gunnison County, Colorado, 81224, United States of America","Deli, Crested Butte, Gunnison County, Colorado, 81224, United States of America","(38.858124, -106.965361, 0.0)"
my house,1,0,"my.house, Baloi, Teluk Tering, Batam, Kepulauan Riau, 24961, Indonesia","my.house, Baloi, Teluk Tering, Batam, Kepulauan Riau, 24961, Indonesia","(1.1228470499999998, 104.05631386819422, 0.0)"
my mind is my world,1,0,,,
my old new england home,1,0,"New England, Hettinger County, North Dakota, 58647, United States of America","New England, Hettinger County, North Dakota, 58647, United States of America","(46.5391751, -102.8682231, 0.0)"
my rts are not endorsements,1,0,,,
my subconscious,1,0,"Forest of the Subconscious, Wisteria Pergola, Chewalla Park, Hamilton Township, Mercer County, New Jersey, 08619, United States of America","Forest of the Subconscious, Wisteria Pergola, Chewalla Park, Hamilton Township, Mercer County, New Jersey, 08619, United States of America","(40.23621645, -74.71599401297959, 0.0)"
na waffi,1,1,"Waffie, West 36th Street, Hampden, Baltimore, Maryland, 21211, United States of America","Waffie, West 36th Street, Hampden, Baltimore, Maryland, 21211, United States of America","(39.3310352, -76.63046145197637, 0.0)"
nagpur,1,0,"Nagpur, Nagpur District, Maharashtra, 440001, India","Nagpur, Nagpur District, Maharashtra, 440001, India","(21.1498134, 79.0820556, 0.0)"
nairobi,3,2,"Nairobi, Kenya","Nairobi, Kenya","(-1.2832533, 36.8172449, 0.0)"
nairobi  kenya ,1,0,"Nairobi, Kenya","Nairobi, Kenya","(-1.2832533, 36.8172449, 0.0)"
"nairobi , kenya",1,0,"Nairobi, Kenya","Nairobi, Kenya","(-1.2832533, 36.8172449, 0.0)"
"nairobi, kenya",3,2,"Nairobi, Kenya","Nairobi, Kenya","(-1.2832533, 36.8172449, 0.0)"
"nairobi, kenya ",1,1,"Nairobi, Kenya","Nairobi, Kenya","(-1.2832533, 36.8172449, 0.0)"
nakhon si thammarat,1,1,"จังหวัดนครศรีธรรมราช, ประเทศไทย","จังหวัดนครศรีธรรมราช, ประเทศไทย","(8.6772337, 99.7309635, 0.0)"
"nanaimo, bc, canada",1,1,"Nanaimo, Regional District of Nanaimo, British Columbia, Canada","Nanaimo, Regional District of Nanaimo, British Columbia, Canada","(49.1637594, -123.9379719, 0.0)"
"nantes, france",1,1,"Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, France","Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, France","(47.2186371, -1.5541362, 0.0)"
nap central,1,1,"Aeroporto di Napoli Capodichino, Via Giovanni Pascoli, Casoria, Napoli, Campania, 80026, Italia","Aeroporto di Napoli Capodichino, Via Giovanni Pascoli, Casoria, Napoli, Campania, 80026, Italia","(40.8838572, 14.284543225740897, 0.0)"
nap queen,1,0,"Charlotte, Mecklenburg County, North Carolina, United States of America","Charlotte, Mecklenburg County, North Carolina, United States of America","(35.2270869, -80.8431268, 0.0)"
"napa, ca",1,0,"Napa Autopro, Wilson Street East, Downtown Ancaster, Ancaster, Hamilton, Golden Horseshoe, Ontario, L9G 2C1, Canada","Napa Autopro, Wilson Street East, Downtown Ancaster, Ancaster, Hamilton, Golden Horseshoe, Ontario, L9G 2C1, Canada","(43.2290107, -79.9755399, 0.0)"
naperville,3,2,"Naperville, DuPage County, Illinois, United States of America","Naperville, DuPage County, Illinois, United States of America","(41.7728699, -88.1479278, 0.0)"
narnia,3,0,"Narni, Terni, Umbria, 05035, Italia","Narni, Terni, Umbria, 05035, Italia","(42.5195891, 12.5152257, 0.0)"
"narnia, maryland",1,0,"Narnia, Marston, Carroll County, Maryland, 21776, United States of America","Narnia, Marston, Carroll County, Maryland, 21776, United States of America","(39.5156569, -77.0733152, 0.0)"
nashua nh,1,1,"Nashua, Hillsborough County, New Hampshire, United States of America","Nashua, Hillsborough County, New Hampshire, United States of America","(42.7653662, -71.467566, 0.0)"
nashville,1,1,"Nashville-Davidson, Davidson County, Tennessee, United States of America","Nashville-Davidson, Davidson County, Tennessee, United States of America","(36.1622296, -86.7743531, 0.0)"
"nashville, tennessee",1,1,"Nashville-Davidson, Davidson County, Tennessee, United States of America","Nashville-Davidson, Davidson County, Tennessee, United States of America","(36.1622296, -86.7743531, 0.0)"
"nashville, tn",10,7,"Nashville-Davidson, Davidson County, Tennessee, United States of America","Nashville-Davidson, Davidson County, Tennessee, United States of America","(36.1622296, -86.7743531, 0.0)"
"nashville, tn ",1,0,"Nashville-Davidson, Davidson County, Tennessee, United States of America","Nashville-Davidson, Davidson County, Tennessee, United States of America","(36.1622296, -86.7743531, 0.0)"
nawf side poking out ,1,1,,,
nbc washington,1,1,,,
nbo,1,0,"Jomo Kenyatta International Airport, Almasi Avenue, Donholm, Nairobi, 00515, Kenya","Jomo Kenyatta International Airport, Almasi Avenue, Donholm, Nairobi, 00515, Kenya","(-1.3168547, 36.92904912198662, 0.0)"
nc,3,0,"North Carolina, United States of America","North Carolina, United States of America","(35.6729639, -79.0392919, 0.0)"
"near richmond, va",1,0,"Richmond, Richmond City, Virginia, 23298, United States of America","Richmond, Richmond City, Virginia, 23298, United States of America","(37.5385087, -77.43428, 0.0)"
near warrington,1,0,"Warrington, North West England, England, WA1, United Kingdom","Warrington, North West England, England, WA1, United Kingdom","(53.3899497, -2.5943178, 0.0)"
near yosemite,1,0,"Yosemite, Casey County, Kentucky, 42541, United States of America","Yosemite, Casey County, Kentucky, 42541, United States of America","(37.346742, -84.8246715, 0.0)"
nearest trash can ,1,0,,,
"neath, south wales",1,0,"Neath, Swansea, Gorllewin Morgannwg / West Glamorgan, Cymru / Wales, SA11 1DU, United Kingdom","Neath, Swansea, Gorllewin Morgannwg / West Glamorgan, Cymru / Wales, SA11 1DU, United Kingdom","(51.6628422, -3.8039117, 0.0)"
"nelspruit, south africa",1,1,"Mbombela (Nelspruit), Ehlanzeni, Mpumalanga, 1212, South Africa","Mbombela (Nelspruit), Ehlanzeni, Mpumalanga, 1212, South Africa","(-25.481944, 30.984722, 0.0)"
netherlands,1,1,Nederland,Nederland,"(52.5001698, 5.7480821, 0.0)"
"nevada, usa",1,0,"Nevada, United States of America","Nevada, United States of America","(39.5158825, -116.8537227, 0.0)"
neverland,1,0,"Neverland, Carmel-by-the-Sea, Monterey County, California, 93921, United States of America","Neverland, Carmel-by-the-Sea, Monterey County, California, 93921, United States of America","(36.5483056, -121.9197466, 0.0)"
"new britain, ct",1,0,"New Britain, Hartford, Connecticut, 06051, United States of America","New Britain, Hartford, Connecticut, 06051, United States of America","(41.6612104, -72.7795419, 0.0)"
"new brunswick, nj",1,0,"New Brunswick, Middlesex County, New Jersey, United States of America","New Brunswick, Middlesex County, New Jersey, United States of America","(40.4862174, -74.4518173, 0.0)"
new chicago,1,1,"New Chicago, Amador County, California, 95699, United States of America","New Chicago, Amador County, California, 95699, United States of America","(38.4371325, -120.8363256, 0.0)"
new delhi,1,1,"New Delhi, Delhi, India","New Delhi, Delhi, India","(28.6141793, 77.2022662, 0.0)"
"new delhi, delhi",1,1,"New Delhi, Delhi, India","New Delhi, Delhi, India","(28.6141793, 77.2022662, 0.0)"
"new delhi, india",2,2,"New Delhi, Delhi, India","New Delhi, Delhi, India","(28.6141793, 77.2022662, 0.0)"
"new delhi,india",1,1,"New Delhi, Delhi, India","New Delhi, Delhi, India","(28.6141793, 77.2022662, 0.0)"
new england,2,1,"New England, Hettinger County, North Dakota, 58647, United States of America","New England, Hettinger County, North Dakota, 58647, United States of America","(46.5391751, -102.8682231, 0.0)"
new hampshire,5,3,"New Hampshire, United States of America","New Hampshire, United States of America","(43.4849133, -71.6553992, 0.0)"
"new hampshire, usa",1,0,"New Hampshire, United States of America","New Hampshire, United States of America","(43.4849133, -71.6553992, 0.0)"
"new hanover county, nc",2,2,"New Hanover County, North Carolina, United States of America","New Hanover County, North Carolina, United States of America","(34.2751052, -77.8818627, 0.0)"
"new haven, connecticut",1,1,"New Haven, Connecticut, United States of America","New Haven, Connecticut, United States of America","(41.3082138, -72.9250518, 0.0)"
new jersey,5,1,"New Jersey, United States of America","New Jersey, United States of America","(40.0757384, -74.4041622, 0.0)"
new jersey ,1,1,"New Jersey, United States of America","New Jersey, United States of America","(40.0757384, -74.4041622, 0.0)"
"new jersey, usa",1,1,"New Jersey, United States of America","New Jersey, United States of America","(40.0757384, -74.4041622, 0.0)"
"new jersey, usually",1,0,"usually very wet, Kettle Run, Tomlinson Mill, Evesham Township, Burlington County, New Jersey, 08053-2566, United States of America","usually very wet, Kettle Run, Tomlinson Mill, Evesham Township, Burlington County, New Jersey, 08053-2566, United States of America","(39.83731495, -74.89273274676702, 0.0)"
"new mexico, usa",1,0,"New Mexico, United States of America","New Mexico, United States of America","(34.5708167, -105.993007, 0.0)"
